"Date","Variable","mean","median","q1","q3","Stratification","Group","Organisation"
2025-07-28,"Weight (kg)",61.3085106382979,61.45,52.35,70.3,"Overall",NA,"Overall"
2025-07-28,"BMI",22.3452775147073,21.8015799733251,19.695884241995,25.6749311294766,"Overall",NA,"Overall"
2025-07-28,"% Weight Change from First Measurement",0,0,0,0,"Overall",NA,"Overall"
2025-07-28,"% Weight Change from Prewar Value",-17.3896835569086,-16.8472590304877,-20.1986201063011,-13.7854307511009,"Overall",NA,"Overall"
2025-07-29,"Weight (kg)",62.3828571428571,64.8,53.2,70.7,"Overall",NA,"Overall"
2025-07-29,"BMI",22.3572629935401,21.8522372528616,19.6851805371293,25.2070708881638,"Overall",NA,"Overall"
2025-07-29,"% Weight Change from First Measurement",-0.0687646623685007,0,-0.143061516452087,0,"Overall",NA,"Overall"
2025-07-29,"% Weight Change from Prewar Value",-17.5189628943182,-17.4621653084983,-20.384047267356,-13.9800285306705,"Overall",NA,"Overall"
2025-07-30,"Weight (kg)",61.0714285714286,59.5,52.2,70,"Overall",NA,"Overall"
2025-07-30,"BMI",22.049649470165,21.7502821380938,19.0261461176378,25.0636451647603,"Overall",NA,"Overall"
2025-07-30,"% Weight Change from First Measurement",-0.139017152829608,-0.155038759689914,-0.193050193050182,-0.123609394313978,"Overall",NA,"Overall"
2025-07-30,"% Weight Change from Prewar Value",-17.4463490151278,-17.6319176319176,-20,-13.9130434782609,"Overall",NA,"Overall"
2025-07-31,"Weight (kg)",62.17,63.75,52.725,70.275,"Overall",NA,"Overall"
2025-07-31,"BMI",22.6764846219542,22.3972599646204,19.6580351972731,25.7181849668849,"Overall",NA,"Overall"
2025-07-31,"% Weight Change from First Measurement",-0.236432641106659,-0.251738724037962,-0.311528740219372,-0.155593541981513,"Overall",NA,"Overall"
2025-07-31,"% Weight Change from Prewar Value",-17.8904242530634,-17.9728501012937,-20.7436497326203,-14.3780959293938,"Overall",NA,"Overall"
2025-08-01,"Weight (kg)",62.5008,64.6,52.5,70.8,"Overall",NA,"Overall"
2025-08-01,"BMI",22.6287530504744,22.0384011592803,19.6491819868443,25.7170325268386,"Overall",NA,"Overall"
2025-08-01,"% Weight Change from First Measurement",-0.32542624195229,-0.354609929078007,-0.412371134020624,-0.259403372243824,"Overall",NA,"Overall"
2025-08-01,"% Weight Change from Prewar Value",-17.5472524916543,-17.3529411764706,-20.3703703703704,-14.1226818830242,"Overall",NA,"Overall"
2025-08-02,"Weight (kg)",61.3458015267176,61.5,52.4,70.05,"Overall",NA,"Overall"
2025-08-02,"BMI",22.4118244728904,21.874156089657,19.6245928760456,25.1847816620031,"Overall",NA,"Overall"
2025-08-02,"% Weight Change from First Measurement",-0.404676502819628,-0.432900432900429,-0.517799569673359,-0.332142581505859,"Overall",NA,"Overall"
